name,team_country,team_confederation,position,club,club_country,birth_date,birth_city,birth_country,birth_lat,birth_lon,caps,goals,is_foreign_born,birth_country_known
Dan Burn,England,UEFA,Defender,Newcastle United,England,1992-05-09,Blyth,United Kingdom,55.126,-1.514,8,0,false,true
Kobbie Mainoo,England,UEFA,Midfielder,Manchester United,England,2005-04-19,Stockport,United Kingdom,53.408333333333,-2.1494444444444,14,0,false,true
Morgan Rogers,England,UEFA,Midfielder,Aston Villa,England,2002-07-26,Halesowen,United Kingdom,52.450163888889,-2.0509361111111,15,1,false,true
Anthony Gordon,England,UEFA,Forward,Newcastle United,England,2001-02-24,Liverpool,United Kingdom,53.407222222222224,-2.9916666666666667,19,3,false,true
Ollie Watkins,England,UEFA,Forward,Aston Villa,England,1995-12-30,Torquay,United Kingdom,50.4625,-3.5280555555556,22,7,false,true
Noni Madueke,England,UEFA,Forward,Arsenal,England,2002-03-10,Barnet,United Kingdom,51.6444,-0.1997,11,1,false,true
Eberechi Eze,England,UEFA,Midfielder,Arsenal,England,1998-06-29,Greenwich,United Kingdom,51.48,0.0,17,3,false,true
Ivan Toney,England,UEFA,Forward,Al-Ahli,Saudi Arabia,1996-03-16,Northampton,United Kingdom,52.233333333333,-0.9,8,1,false,true
James Trafford,England,UEFA,Goalkeeper,Manchester City,England,2002-10-10,Cockermouth,United Kingdom,54.6613,-3.362,2,0,false,true
Reece James,England,UEFA,Defender,Chelsea,England,1999-12-08,Redbridge,United Kingdom,51.576,0.052,24,1,false,true
Djed Spence,England,UEFA,Defender,Tottenham Hotspur,England,2000-08-09,London,Roman Empire,51.507222222222,-0.1275,6,0,false,true
Jarell Quansah,England,UEFA,Defender,Bayer Leverkusen,Germany,2003-01-29,Warrington,United Kingdom,53.38732,-2.60288,3,0,false,true
Lawrence Ati-Zigi,Ghana,CAF,Goalkeeper,St. Gallen,Switzerland,1996-11-29,Ghana,Portuguese Empire,7.9465,-1.0232,29,0,false,true
Alidu Seidu,Ghana,CAF,Defender,Rennes,France,2000-06-04,Accra,Ghana,5.55602,-0.1969,24,1,false,true
Caleb Yirenkyi,Ghana,CAF,Midfielder,Nordsjælland,Denmark,2006-01-15,Ghana,Portuguese Empire,7.9465,-1.0232,11,1,false,true
Jonas Adjetey,Ghana,CAF,Defender,VfL Wolfsburg,Germany,2003-12-13,Accra,Ghana,5.55602,-0.1969,10,0,false,true
Thomas Partey,Ghana,CAF,Midfielder,Villarreal,Spain,1993-06-13,Odumase Krobo,Ghana,7.54561,-1.73781,57,15,false,true
Abdul Mumin,Ghana,CAF,Defender,Rayo Vallecano,Spain,1998-06-06,Ghana,Portuguese Empire,7.9465,-1.0232,5,0,false,true
Abdul Fatawu,Ghana,CAF,Forward,Leicester City,England,2004-03-08,Tamale,Ghana,9.4075,-0.85333333333333,28,3,false,true
Kwasi Sibo,Ghana,CAF,Midfielder,Oviedo,Spain,1998-06-24,Wa,Ghana,10.0667,-2.5,8,0,false,true
Jordan Ayew,Ghana,CAF,Forward,Leicester City,England,1991-09-11,Marseille,France,43.296666666667,5.3763888888889,120,34,true,true
Brandon Thomas-Asante,Ghana,CAF,Forward,Coventry City,England,1998-12-29,Milton Keynes,United Kingdom,52.033333333333,-0.76666666666667,8,1,true,true
Antoine Semenyo,Ghana,CAF,Midfielder,Manchester City,England,2000-01-07,London,Roman Empire,51.507222222222,-0.1275,34,3,false,true
Joseph Anang,Ghana,CAF,Goalkeeper,St Patrick's Athletic,"",2000-06-08,Teshie,Ghana,5.5833333333333,-0.1,1,0,false,true
Christopher Bonsu Baah,Ghana,CAF,Forward,Al-Qadsiah,Saudi Arabia,2004-12-14,Accra,Ghana,5.55602,-0.1969,9,0,false,true
Gideon Mensah,Ghana,CAF,Defender,Auxerre,France,1998-07-18,Ghana,Portuguese Empire,7.9465,-1.0232,40,0,false,true
Elisha Owusu,Ghana,CAF,Midfielder,Auxerre,France,1997-11-07,Montreuil,France,48.860277777778,2.4430555555556,20,0,true,true
Benjamin Asare,Ghana,CAF,Goalkeeper,Hearts of Oak,Ghana,1992-07-13,"","",,,11,0,false,false
Abdul Rahman Baba,Ghana,CAF,Defender,PAOK,Greece,1994-07-02,Tamale,Ghana,9.4075,-0.85333333333333,51,1,false,true
Jerome Opoku,Ghana,CAF,Defender,İstanbul Başakşehir,Turkey,1998-10-14,Mitcham,United Kingdom,51.4009,-0.1517,11,1,true,true
Iñaki Williams,Ghana,CAF,Forward,Athletic Bilbao,Spain,1994-06-15,Bilbao,Spain,43.26305555555555,-2.935,26,2,true,true
Augustine Boakye,Ghana,CAF,Midfielder,Saint-Étienne,France,2000-11-03,Bompata,Ghana,6.63333,-1.06667,0,0,false,true
Kojo Peprah Oppong,Ghana,CAF,Defender,Nice,France,2004-06-04,Accra,Ghana,5.55602,-0.1969,4,0,false,true
Kamaldeen Sulemana,Ghana,CAF,Forward,Atalanta,Italy,2002-02-15,Ghana,Portuguese Empire,7.9465,-1.0232,28,1,false,true
Derrick Luckassen,Ghana,CAF,Defender,Pafos,Cyprus,1995-07-03,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,1,0,true,true
Ernest Nuamah,Ghana,CAF,Forward,Lyon,France,2003-11-01,Ghana,Portuguese Empire,7.9465,-1.0232,18,4,false,true
Prince Kwabena Adu,Ghana,CAF,Forward,Viktoria Plzeň,Czech Republic,2003-09-23,Sunyani,Ghana,7.3333333333333,-2.3333333333333,5,0,false,true
Marvin Senaya,Ghana,CAF,Defender,Auxerre,France,2001-01-28,Saint-Maurice,France,48.818333333333,2.4347222222222,2,0,true,true
Luis Mejía,Panama,CONCACAF,Goalkeeper,Nacional,Uruguay,1991-03-16,Panama City,Panama,8.971111111111112,-79.53472222222223,56,0,false,true
César Blackman,Panama,CONCACAF,Defender,Slovan Bratislava,Slovakia,1998-04-02,Panama City,Panama,8.971111111111112,-79.53472222222223,40,3,false,true
José Córdoba,Panama,CONCACAF,Defender,Norwich City,England,2001-06-03,Panama City,Panama,8.971111111111112,-79.53472222222223,32,1,false,true
Fidel Escobar,Panama,CONCACAF,Defender,Saprissa,Costa Rica,1995-01-09,Panama City,Panama,8.971111111111112,-79.53472222222223,99,4,false,true
Edgardo Fariña,Panama,CONCACAF,Defender,Pari Nizhny Novgorod,Russia,2001-10-19,Panama City,Panama,8.971111111111112,-79.53472222222223,18,0,false,true
Cristian Martínez,Panama,CONCACAF,Midfielder,Ironi Kiryat Shmona,Israel,1997-02-06,Panama City,Panama,8.971111111111112,-79.53472222222223,66,2,false,true
José Luis Rodríguez,Panama,CONCACAF,Midfielder,Juárez,Mexico,1998-06-19,Panama City,Panama,8.971111111111112,-79.53472222222223,70,8,false,true
Adalberto Carrasquilla,Panama,CONCACAF,Midfielder,Pumas UNAM,Mexico,1998-11-28,Panama City,Panama,8.971111111111112,-79.53472222222223,73,3,false,true
Tomás Rodríguez,Panama,CONCACAF,Forward,Saprissa,Costa Rica,1999-03-09,Panama City,Panama,8.971111111111112,-79.53472222222223,13,4,false,true
Ismael Díaz,Panama,CONCACAF,Midfielder,León,Mexico,1997-05-12,Panama City,Panama,8.971111111111112,-79.53472222222223,57,17,false,true
Yoel Bárcenas,Panama,CONCACAF,Midfielder,Mazatlán,Mexico,1993-10-23,Colón City,Panama,9.3597527777778,-79.900419444444,104,10,false,true
César Samudio,Panama,CONCACAF,Goalkeeper,Marathón,Honduras,1994-02-23,Panama City,Panama,8.971111111111112,-79.53472222222223,5,0,false,true
Jiovany Ramos,Panama,CONCACAF,Defender,Puerto Cabello,Venezuela,1997-01-26,Panama City,Panama,8.971111111111112,-79.53472222222223,23,2,false,true
Carlos Harvey,Panama,CONCACAF,Defender,Minnesota United FC,United States,2000-02-03,Panama City,Panama,8.971111111111112,-79.53472222222223,28,3,false,true
Eric Davis,Panama,CONCACAF,Defender,Plaza Amador,Panama,1991-03-31,Colón City,Panama,9.3597527777778,-79.900419444444,107,9,false,true
Andrés Andrade,Panama,CONCACAF,Defender,LASK,Austria,1998-10-16,Panama City,Panama,8.971111111111112,-79.53472222222223,50,1,false,true
José Fajardo,Panama,CONCACAF,Forward,Universidad Católica,Ecuador,1993-08-18,Colón City,Panama,9.3597527777778,-79.900419444444,68,17,false,true
Cecilio Waterman,Panama,CONCACAF,Forward,Universidad de Concepción,Chile,1991-04-13,Panama City,Panama,8.971111111111112,-79.53472222222223,55,15,false,true
Alberto Quintero,Panama,CONCACAF,Midfielder,Plaza Amador,Panama,1987-12-18,Panama City,Panama,8.971111111111112,-79.53472222222223,141,7,false,true
Aníbal Godoy,Panama,CONCACAF,Midfielder,San Diego FC,United States,1990-02-10,Panama City,Panama,8.971111111111112,-79.53472222222223,159,4,false,true
César Yanis,Panama,CONCACAF,Midfielder,Cobresal,Chile,1996-01-28,Panama City,Panama,8.971111111111112,-79.53472222222223,56,5,false,true
Orlando Mosquera,Panama,CONCACAF,Goalkeeper,Al-Fayha,Saudi Arabia,1994-12-25,Panama City,Panama,8.971111111111112,-79.53472222222223,48,0,false,true
Michael Amir Murillo,Panama,CONCACAF,Defender,Beşiktaş,Turkey,1996-02-11,Panama City,Panama,8.971111111111112,-79.53472222222223,94,9,false,true
Azarias Londoño,Panama,CONCACAF,Forward,Universidad Católica,Ecuador,2001-06-21,Panama City,Panama,8.971111111111112,-79.53472222222223,11,0,false,true
Roderick Miller,Panama,CONCACAF,Defender,Turan Tovuz,"",1992-04-03,Panama City,Panama,8.971111111111112,-79.53472222222223,50,2,false,true
Jorge Gutiérrez,Panama,CONCACAF,Defender,Deportivo La Guaira,Venezuela,1998-09-01,Panama City,Panama,8.971111111111112,-79.53472222222223,18,0,false,true
