name,team_country,team_confederation,position,club,club_country,birth_date,birth_city,birth_country,birth_lat,birth_lon,caps,goals,is_foreign_born,birth_country_known
Salah Zakaria,Qatar,AFC,Goalkeeper,Al-Duhail,Qatar,1999-04-24,Qatar,Qatar,25.269535,51.212767,8,0,false,true
Meshaal Barsham,Qatar,AFC,Goalkeeper,Al-Sadd,Qatar,1998-02-14,Doha,Qatar,25.28611111111111,51.529444444444444,52,0,false,true
Assim Madibo,Qatar,AFC,Midfielder,Al-Wakrah,Qatar,1996-10-22,Qatar,Qatar,25.269535,51.212767,51,0,false,true
Tahsin Jamshid,Qatar,AFC,Forward,Al-Duhail,Qatar,2006-06-16,"","",,,3,0,false,false
Al-Hashmi Al-Hussain,Qatar,AFC,Defender,Al-Arabi,Qatar,2003-08-15,"","",,,8,0,false,false
Mohamed Manai,Qatar,AFC,Forward,Al-Shamal,Qatar,2002-10-25,"","",,,10,0,false,false
Gregor Kobel,Switzerland,UEFA,Goalkeeper,Borussia Dortmund,Germany,1997-12-06,Zurich,Switzerland,47.37444444444444,8.54111111111111,21,0,false,true
Miro Muheim,Switzerland,UEFA,Defender,Hamburger SV,Germany,1998-03-24,Zurich,Switzerland,47.37444444444444,8.54111111111111,10,0,false,true
Silvan Widmer,Switzerland,UEFA,Defender,Mainz 05,Germany,1993-03-05,Aarau,Switzerland,47.3923,8.0446,60,5,false,true
Nico Elvedi,Switzerland,UEFA,Defender,Borussia Mönchengladbach,Germany,1996-09-30,Zurich,Switzerland,47.37444444444444,8.54111111111111,67,3,false,true
Manuel Akanji,Switzerland,UEFA,Defender,Inter Milan,Italy,1995-07-19,Neftenbach,Switzerland,47.528333333333,8.6680555555556,81,4,false,true
Denis Zakaria,Switzerland,UEFA,Midfielder,Monaco,France,1996-11-20,Geneva,Switzerland,46.2,6.15,65,3,false,true
Breel Embolo,Switzerland,UEFA,Forward,Rennes,France,1997-02-14,Yaoundé,Cameroon,3.8577777777778,11.518055555556,86,24,true,true
Remo Freuler,Switzerland,UEFA,Midfielder,Bologna,Italy,1992-04-15,Ennenda,Switzerland,47.033611111111,9.0775,88,11,false,true
Johan Manzambi,Switzerland,UEFA,Midfielder,SC Freiburg,Germany,2005-10-14,Geneva,Switzerland,46.2,6.15,12,3,false,true
Granit Xhaka,Switzerland,UEFA,Midfielder,Sunderland,England,1992-09-27,Basel,Switzerland,47.560555555556,7.5905555555556,146,17,false,true
Dan Ndoye,Switzerland,UEFA,Forward,Nottingham Forest,England,2000-10-25,Nyon,Switzerland,46.38196166666667,6.23888,31,8,false,true
Yvon Mvogo,Switzerland,UEFA,Goalkeeper,Lorient,France,1994-06-06,Yaoundé,Cameroon,3.8577777777778,11.518055555556,13,0,true,true
Ricardo Rodriguez,Switzerland,UEFA,Defender,Real Betis,Spain,1992-08-25,Zurich,Switzerland,47.37444444444444,8.54111111111111,138,9,false,true
Ardon Jashari,Switzerland,UEFA,Midfielder,Milan,Italy,2002-07-30,Cham,Switzerland,47.180277777778,8.4594444444444,8,0,false,true
Djibril Sow,Switzerland,UEFA,Midfielder,Sevilla,Spain,1997-02-06,Zurich,Switzerland,47.37444444444444,8.54111111111111,52,0,false,true
Christian Fassnacht,Switzerland,UEFA,Forward,Young Boys,Switzerland,1993-11-11,Zurich,Switzerland,47.37444444444444,8.54111111111111,23,5,false,true
Rubén Vargas,Switzerland,UEFA,Forward,Sevilla,Spain,1998-08-05,Adligenswil,Switzerland,47.070555555556,8.365,61,11,false,true
Eray Cömert,Switzerland,UEFA,Defender,Valencia,Spain,1998-02-04,Rheinfelden,Switzerland,47.553888888889,7.7958333333333,22,0,false,true
Noah Okafor,Switzerland,UEFA,Forward,Leeds United,England,2000-05-24,Switzerland,Switzerland,46.798562,8.231973,25,2,false,true
Michel Aebischer,Switzerland,UEFA,Midfielder,Pisa,Italy,1997-01-06,Switzerland,Switzerland,46.798562,8.231973,40,2,false,true
Marvin Keller,Switzerland,UEFA,Goalkeeper,Young Boys,Switzerland,2002-07-03,London,Roman Empire,51.507222222222,-0.1275,1,0,false,true
Fabian Rieder,Switzerland,UEFA,Midfielder,FC Augsburg,Germany,2002-02-16,Koppigen,Switzerland,47.134444444444,7.6041666666667,28,1,false,true
Zeki Amdouni,Switzerland,UEFA,Forward,Burnley,England,2000-12-04,Geneva,Switzerland,46.2,6.15,29,11,false,true
Aurèle Amenda,Switzerland,UEFA,Defender,Eintracht Frankfurt,Germany,2003-07-31,Biel/Bienne,Switzerland,47.137222222222,7.2472222222222,7,0,false,true
Luca Jaquez,Switzerland,UEFA,Defender,VfB Stuttgart,Germany,2003-06-02,Lucerne,Switzerland,47.0523,8.3059,3,0,false,true
Cedric Itten,Switzerland,UEFA,Forward,Fortuna Düsseldorf,Germany,1996-12-27,Basel,Switzerland,47.560555555556,7.5905555555556,15,5,false,true
Alisson,Brazil,CONMEBOL,Goalkeeper,Liverpool,England,1992-10-02,Novo Hamburgo,Brazil,-29.677777777778,-51.130833333333,78,0,false,true
Éderson Silva,Brazil,CONMEBOL,Midfielder,Atalanta,Italy,1999-07-07,Campo Grande,Brazil,-20.468611111111,-54.622222222222,3,0,false,true
Gabriel Magalhães,Brazil,CONMEBOL,Defender,Arsenal,England,1997-12-19,São Paulo,Brazil,-23.550394444444,-46.633947222222,17,1,false,true
Marquinhos,Brazil,CONMEBOL,Defender,Paris Saint-Germain,France,1994-05-14,São Paulo,Brazil,-23.550394444444,-46.633947222222,105,7,false,true
Casemiro,Brazil,CONMEBOL,Midfielder,Manchester United,England,1992-02-23,São José dos Campos,Brazil,-23.178888888889,-45.886944444444,86,9,false,true
Alex Sandro,Brazil,CONMEBOL,Defender,Flamengo,Brazil,1991-01-26,Catanduva,Brazil,-21.137777777778,-48.972777777778,45,2,false,true
Vinícius Júnior,Brazil,CONMEBOL,Forward,Real Madrid,Spain,2000-07-12,São Gonçalo,Brazil,-22.826944444444,-43.053888888889,49,9,false,true
Bruno Guimarães,Brazil,CONMEBOL,Midfielder,Newcastle United,England,1997-11-16,Rio de Janeiro,Brazil,-22.91111111111111,-43.205555555555556,43,3,false,true
Matheus Cunha,Brazil,CONMEBOL,Forward,Manchester United,England,1999-05-27,João Pessoa,Brazil,-7.12,-34.88,23,1,false,true
Neymar,Brazil,CONMEBOL,Forward,Santos,Brazil,1992-02-05,Mogi das Cruzes,Brazil,-23.522777777778,-46.193055555556,128,79,false,true
Raphinha,Brazil,CONMEBOL,Forward,Barcelona,Spain,1996-12-14,Porto Alegre,Brazil,-30.032777777778,-51.23,39,11,false,true
Weverton,Brazil,CONMEBOL,Goalkeeper,Grêmio,Brazil,1987-12-13,Rio Branco,Brazil,-9.9780555555556,-67.811666666667,11,0,false,true
Danilo Luiz,Brazil,CONMEBOL,Defender,Flamengo,Brazil,1991-07-15,Bicas,Brazil,-21.725,-43.058888888889,70,1,false,true
Bremer,Brazil,CONMEBOL,Defender,Juventus,Italy,1997-03-18,Itapitanga,Brazil,-14.422777777778,-39.565,8,1,false,true
Léo Pereira,Brazil,CONMEBOL,Defender,Flamengo,Brazil,1996-01-31,Curitiba,Brazil,-25.429722222222,-49.271944444444,4,0,false,true
Douglas Santos,Brazil,CONMEBOL,Defender,Zenit Saint Petersburg,Russia,1994-03-22,João Pessoa,Brazil,-7.12,-34.88,7,0,false,true
Fabinho,Brazil,CONMEBOL,Midfielder,Al-Ittihad,Saudi Arabia,1993-10-23,Campinas,Brazil,-22.900913888889,-47.057294444444,33,0,false,true
Danilo Santos,Brazil,CONMEBOL,Midfielder,Botafogo,Brazil,2001-04-29,Salvador,Brazil,-12.983055555555556,-38.492777777777775,4,2,false,true
Endrick,Brazil,CONMEBOL,Forward,Lyon,France,2006-07-21,Taguatinga,Brazil,-15.833333333333,-48.056388888889,17,4,false,true
Lucas Paquetá,Brazil,CONMEBOL,Midfielder,Flamengo,Brazil,1997-08-27,Rio de Janeiro,Brazil,-22.91111111111111,-43.205555555555556,63,13,false,true
Luiz Henrique,Brazil,CONMEBOL,Forward,Zenit Saint Petersburg,Russia,2001-01-02,Petrópolis,Brazil,-22.505,-43.178888888889,15,2,false,true
Gabriel Martinelli,Brazil,CONMEBOL,Forward,Arsenal,England,2001-06-18,Guarulhos,Brazil,-23.466666666667,-46.533333333333,23,4,false,true
Ederson Moraes,Brazil,CONMEBOL,Goalkeeper,Fenerbahçe,Turkey,1993-08-17,"",Brazil,-23.532777777778,-46.791944444444,32,0,false,true
Roger Ibañez,Brazil,CONMEBOL,Defender,Al-Ahli,Saudi Arabia,1998-11-23,Canela,Brazil,-29.365833333333,-50.815833333333,7,0,false,true
Igor Thiago,Brazil,CONMEBOL,Forward,Brentford,England,2001-06-26,Gama,Brazil,-16.019444444444446,-48.066944444444445,4,2,false,true
Rayan,Brazil,CONMEBOL,Forward,Bournemouth,England,2006-08-03,Rio de Janeiro,Brazil,-22.91111111111111,-43.205555555555556,2,1,false,true
Johny Placide,Haiti,CONCACAF,Goalkeeper,Bastia,France,1988-01-29,Montfermeil,France,48.898333333333,2.5647222222222,82,0,true,true
Carlens Arcus,Haiti,CONCACAF,Defender,Angers,France,1996-06-28,Port-au-Prince,Haiti,18.546944444444446,-72.34027777777777,56,1,false,true
Keeto Thermoncy,Haiti,CONCACAF,Defender,Young Boys,Switzerland,2006-03-29,Fribourg,Switzerland,46.8,7.15,1,0,true,true
Ricardo Adé,Haiti,CONCACAF,Defender,LDU Quito,Ecuador,1990-05-21,Saint-Marc,Haiti,19.116666666667,-72.7,59,2,false,true
Hannes Delcroix,Haiti,CONCACAF,Defender,Lugano,Switzerland,1999-02-28,Petite-Rivière-de-l'Artibonite,Haiti,19.13333333,-72.48333333,7,0,false,true
Carl Sainté,Haiti,CONCACAF,Midfielder,El Paso Locomotive FC,United States,2002-08-09,Grand-Goâve,Haiti,18.43333333,-72.76666667,26,0,false,true
Derrick Etienne Jr.,Haiti,CONCACAF,Forward,Toronto FC,Canada,1996-11-25,Richmond,United States,37.54083333333333,-77.43666666666667,51,8,true,true
Martin Expérience,Haiti,CONCACAF,Defender,Nancy,France,1999-03-09,Châteaubriant,France,47.716944444444,-1.3761111111111,21,0,true,true
Duckens Nazon,Haiti,CONCACAF,Forward,Esteghlal,Iran,1994-04-07,Châtenay-Malabry,France,48.765277777778,2.2780555555556,82,44,true,true
Jean-Ricner Bellegarde,Haiti,CONCACAF,Midfielder,Wolverhampton Wanderers,England,1998-06-27,Colombes,France,48.923611111111,2.2522222222222,10,0,true,true
Louicius Deedson,Haiti,CONCACAF,Forward,FC Dallas,United States,2001-02-11,Tabarre,Haiti,18.583333333333,-72.266666666667,32,10,false,true
Alexandre Pierre,Haiti,CONCACAF,Goalkeeper,Sochaux,France,2001-02-25,Aubervilliers,France,48.911111111111,2.3825,16,0,true,true
Duke Lacroix,Haiti,CONCACAF,Defender,Colorado Springs Switchbacks FC,United States,1993-10-14,New Egypt,United States,40.0651,-74.527,16,3,true,true
Garven Metusala,Haiti,CONCACAF,Defender,Colorado Springs Switchbacks FC,United States,1999-12-31,Terrebonne,Canada,45.7,-73.633333333333,16,0,true,true
Ruben Providence,Haiti,CONCACAF,Forward,Almere City,Netherlands,2001-07-07,Lagny-sur-Marne,France,48.878055555556,2.7066666666667,15,3,true,true
Lenny Joseph,Haiti,CONCACAF,Forward,Ferencváros,Hungary,2000-10-12,France,France,47.0,2.0,2,1,true,true
Danley Jean Jacques,Haiti,CONCACAF,Midfielder,Philadelphia Union,United States,2000-05-20,Petit-Goâve,Haiti,18.431388888889,-72.866944444444,31,6,false,true
Wilson Isidor,Haiti,CONCACAF,Forward,Sunderland,England,2000-08-27,Rennes,France,48.114166666667,-1.6808333333333,4,2,true,true
Yassin Fortuné,Haiti,CONCACAF,Forward,Vizela,Portugal,1999-01-30,Aubervilliers,France,48.911111111111,2.3825,4,0,true,true
Frantzdy Pierrot,Haiti,CONCACAF,Forward,Çaykur Rizespor,Turkey,1995-03-29,Port-au-Prince,Haiti,18.546944444444446,-72.34027777777777,51,34,false,true
Josué Casimir,Haiti,CONCACAF,Forward,Auxerre,France,2001-09-24,Baie-Mahault,France,16.2675,-61.586944444444,7,0,true,true
Jean-Kévin Duverne,Haiti,CONCACAF,Defender,Gent,Belgium,1997-07-12,Paris,France,48.85666666666667,2.352222222222222,17,1,true,true
Josué Duverger,Haiti,CONCACAF,Goalkeeper,Cosmos Koblenz,Germany,2000-04-27,Montreal,Canada,45.5033426,-73.5868411,7,0,true,true
Wilguens Paugain,Haiti,CONCACAF,Defender,Zulte Waregem,Belgium,2001-08-24,Thomazeau,Haiti,18.65,-72.1,8,0,false,true
Dominique Simon,Haiti,CONCACAF,Midfielder,Tatran Prešov,Slovakia,2000-07-29,Pontoise,France,49.050833333333,2.1008333333333,2,0,true,true
Woodensky Pierre,Haiti,CONCACAF,Midfielder,Violette,Haiti,2004-12-30,Cité Soleil,Haiti,18.577777777778,-72.331944444444,1,0,false,true
Yassine Bounou,Morocco,CAF,Goalkeeper,Al-Hilal,Saudi Arabia,1991-04-05,Montreal,Canada,45.5033426,-73.5868411,90,0,true,true
Achraf Hakimi,Morocco,CAF,Defender,Paris Saint-Germain,France,1998-11-04,Madrid,Spain,40.41694444444445,-3.703333333333333,96,11,true,true
Noussair Mazraoui,Morocco,CAF,Defender,Manchester United,England,1997-11-14,Leiderdorp,Netherlands,52.16166666666666,4.528333333333333,45,2,true,true
Sofyan Amrabat,Morocco,CAF,Midfielder,Real Betis,Spain,1996-08-21,Huizen,Netherlands,52.2994,5.2531,75,0,true,true
Marwane Saâdane,Morocco,CAF,Defender,Al-Fateh,Saudi Arabia,1992-01-17,Morocco,Morocco,32.0,-6.0,8,0,false,true
Ayyoub Bouaddi,Morocco,CAF,Midfielder,Lille,France,2007-10-02,Senlis,France,49.207222222222,2.5866666666667,3,0,true,true
Chemsdine Talbi,Morocco,CAF,Midfielder,Sunderland,England,2005-05-09,Sambreville,Belgium,50.45,4.6,5,0,true,true
Azzedine Ounahi,Morocco,CAF,Midfielder,Girona,Spain,2000-04-19,Casablanca,Morocco,33.599166666667,-7.62,49,9,false,true
Soufiane Rahimi,Morocco,CAF,Forward,Al Ain,United Arab Emirates,1996-06-02,Casablanca,Morocco,33.599166666667,-7.62,37,12,false,true
Brahim Díaz,Morocco,CAF,Forward,Real Madrid,Spain,1999-08-03,Málaga,Spain,36.716666666667,-4.4166666666667,26,14,true,true
Ismael Saibari,Morocco,CAF,Midfielder,PSV Eindhoven,Netherlands,2001-01-28,Terrassa,Spain,41.561111111111,2.0080555555556,30,9,true,true
Munir Mohamedi,Morocco,CAF,Goalkeeper,RS Berkane,Morocco,1989-05-10,Melilla,Spain,35.2825,-2.9475,52,0,true,true
Zakaria El Ouahdi,Morocco,CAF,Defender,Genk,Belgium,2001-12-31,Hoboken,Belgium,51.1736,4.3483,3,0,true,true
Issa Diop,Morocco,CAF,Defender,Fulham,England,1997-01-09,Toulouse,France,43.60444444444445,1.4433333333333334,4,0,true,true
Samir El Mourabet,Morocco,CAF,Midfielder,Strasbourg,France,2005-10-06,Strasbourg,France,48.573333333333,7.7522222222222,4,0,true,true
Gessime Yassine,Morocco,CAF,Midfielder,Strasbourg,France,2005-11-22,Salon-de-Provence,France,43.640555555556,5.0972222222222,4,0,true,true
Amine Sbaï,Morocco,CAF,Forward,Angers,France,2000-11-05,Sidi Kacem,Morocco,34.21,-5.7,2,0,false,true
Chadi Riad,Morocco,CAF,Defender,Crystal Palace,England,2003-06-17,Palma,Spain,39.566666666667,2.6497222222222,6,1,true,true
Youssef Belammari,Morocco,CAF,Defender,Al Ahly,Egypt,1998-09-20,Casablanca,Morocco,33.599166666667,-7.62,18,0,false,true
Ayoub El Kaabi,Morocco,CAF,Forward,Olympiacos,Greece,1993-06-25,Casablanca,Morocco,33.599166666667,-7.62,71,35,false,true
Ayoube Amaimouni,Morocco,CAF,Forward,Eintracht Frankfurt,Germany,2004-11-30,Vic,Spain,41.930379,2.254575,2,0,true,true
Ahmed Reda Tagnaouti,Morocco,CAF,Goalkeeper,AS FAR,Morocco,1996-04-05,Fez,Morocco,34.04333333333334,-5.003333333333333,3,0,false,true
Bilal El Khannouss,Morocco,CAF,Midfielder,VfB Stuttgart,Germany,2004-05-10,Strombeek-Bever,Belgium,50.9103,4.3561,37,3,true,true
Neil El Aynaoui,Morocco,CAF,Midfielder,Roma,Italy,2001-07-02,Nancy,Duchy of Lorraine,48.692777777778,6.1836111111111,16,2,false,true
Redouane Halhal,Morocco,CAF,Defender,Mechelen,Belgium,2003-03-05,Montpellier,France,43.610919444444,3.8772305555556,3,0,true,true
Anass Salah-Eddine,Morocco,CAF,Defender,PSV Eindhoven,Netherlands,2002-01-18,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,9,0,true,true
Angus Gunn,Scotland,UEFA,Goalkeeper,Nottingham Forest,England,1996-01-22,Norwich,United Kingdom,52.62861111111111,1.2927777777777778,22,0,false,true
Aaron Hickey,Scotland,UEFA,Defender,Brentford,England,2002-06-10,Scotland,United Kingdom,57.0,-5.0,21,0,false,true
Andy Robertson,Scotland,UEFA,Defender,Liverpool,England,1994-03-11,Glasgow,United Kingdom,55.861111111111114,-4.25,94,4,false,true
Scott McTominay,Scotland,UEFA,Midfielder,Napoli,Italy,1996-12-08,Lancaster,United Kingdom,54.04888888888889,-2.801388888888889,70,15,false,true
Grant Hanley,Scotland,UEFA,Defender,Hibernian,Scotland,1991-11-20,Dumfries,United Kingdom,55.066666666667,-3.6166666666667,68,2,false,true
Kieran Tierney,Scotland,UEFA,Defender,Celtic,Scotland,1997-06-05,Douglas,Isle of Man,54.15,-4.4775,56,2,false,true
John McGinn,Scotland,UEFA,Midfielder,Aston Villa,England,1994-10-18,Glasgow,United Kingdom,55.861111111111114,-4.25,86,20,false,true
Tyler Fletcher,Scotland,UEFA,Midfielder,Manchester United,England,2007-03-19,Manchester,United Kingdom,53.466666666667,-2.2333333333333,2,0,false,true
Lyndon Dykes,Scotland,UEFA,Forward,Charlton Athletic,England,1995-10-07,Gold Coast,Australia,-28.016666666667,153.4,51,10,true,true
Ché Adams,Scotland,UEFA,Forward,Torino,Italy,1996-07-13,Leicester,United Kingdom,52.63611111111111,-1.1330555555555555,47,13,false,true
Ryan Christie,Scotland,UEFA,Midfielder,Bournemouth,England,1995-02-22,Inverness,United Kingdom,57.483888888889,-4.2258333333333,68,10,false,true
Liam Kelly,Scotland,UEFA,Goalkeeper,Rangers,Scotland,1996-01-23,Glasgow,United Kingdom,55.861111111111114,-4.25,3,0,false,true
Jack Hendry,Scotland,UEFA,Defender,Al-Ettifaq,Saudi Arabia,1995-05-07,Glasgow,United Kingdom,55.861111111111114,-4.25,38,3,false,true
Ross Stewart,Scotland,UEFA,Forward,Southampton,England,1996-07-11,Irvine,United Kingdom,55.619444444444,-4.6611111111111,3,0,false,true
John Souttar,Scotland,UEFA,Defender,Rangers,Scotland,1996-09-25,Aberdeen,United Kingdom,57.15,-2.1,24,2,false,true
Dominic Hyam,Scotland,UEFA,Defender,Wrexham,Wales,1995-12-20,Leuchars,United Kingdom,56.3814,-2.8835,4,0,false,true
Ben Gannon-Doak,Scotland,UEFA,Forward,Bournemouth,England,2005-11-11,Dalry,United Kingdom,55.711,-4.723,14,1,false,true
George Hirst,Scotland,UEFA,Forward,Ipswich Town,England,1999-02-15,Sheffield,United Kingdom,53.380833333333335,-1.4702777777777778,10,1,false,true
Lewis Ferguson,Scotland,UEFA,Midfielder,Bologna,Italy,1999-08-24,Hamilton,United Kingdom,55.777,-4.039,24,1,false,true
Lawrence Shankland,Scotland,UEFA,Forward,Heart of Midlothian,Scotland,1995-08-10,Glasgow,United Kingdom,55.861111111111114,-4.25,20,7,false,true
Craig Gordon,Scotland,UEFA,Goalkeeper,Heart of Midlothian,Scotland,1982-12-31,Edinburgh,United Kingdom,55.95333333333333,-3.1891666666666665,84,0,false,true
Nathan Patterson,Scotland,UEFA,Defender,Everton,England,2001-10-16,Glasgow,United Kingdom,55.861111111111114,-4.25,26,1,false,true
Kenny McLean,Scotland,UEFA,Midfielder,Norwich City,England,1992-01-08,Rutherglen,United Kingdom,55.828,-4.224,58,3,false,true
Anthony Ralston,Scotland,UEFA,Defender,Celtic,Scotland,1998-11-16,Glasgow,United Kingdom,55.861111111111114,-4.25,27,1,false,true
Findlay Curtis,Scotland,UEFA,Forward,Kilmarnock,Scotland,2006-06-09,Balfron,United Kingdom,56.0718,-4.33726,3,1,false,true
Scott McKenna,Scotland,UEFA,Defender,Dinamo Zagreb,Croatia,1996-11-12,Kirriemuir,United Kingdom,56.67362,-3.00503,50,1,false,true
Mathew Ryan,Australia,AFC,Goalkeeper,Levante,Spain,1992-04-08,Plumpton,Australia,-33.75666666666667,150.8427778,104,0,false,true
Miloš Degenek,Australia,AFC,Defender,APOEL,Cyprus,1994-04-28,Knin,Croatia,44.033333333333,16.183333333333,57,1,true,true
Alessandro Circati,Australia,AFC,Defender,Parma,Italy,2003-10-10,Fidenza,Italy,44.86636111111111,10.061111111111112,13,1,true,true
Jacob Italiano,Australia,AFC,Defender,Grazer AK,Austria,2001-07-30,Australia,Australia,-25.0,133.0,5,0,false,true
Jordan Bos,Australia,AFC,Defender,Feyenoord,Netherlands,2002-10-29,Point Cook,Australia,-37.909,144.752,27,4,false,true
Jason Geria,Australia,AFC,Defender,Albirex Niigata,Japan,1993-05-10,Canberra,Australia,-35.293055555556,149.12694444444,14,0,false,true
Mathew Leckie,Australia,AFC,Forward,Melbourne City,Australia,1991-02-04,Melbourne,Australia,-37.814166666666665,144.96305555555554,80,14,false,true
Connor Metcalfe,Australia,AFC,Midfielder,FC St. Pauli,Germany,1999-11-05,Newcastle,Australia,-32.916666666667,151.75,36,1,false,true
Mohamed Touré,Australia,AFC,Forward,Norwich City,England,2004-03-26,Conakry,Guinea,9.5091666666667,-13.712222222222,10,2,true,true
Ajdin Hrustic,Australia,AFC,Forward,Heracles Almelo,Netherlands,1996-07-05,Dandenong,Australia,-37.981,145.215,37,4,false,true
Awer Mabil,Australia,AFC,Forward,Castellón,Spain,1995-09-15,Kakuma,Kenya,3.70861111,34.865,38,10,true,true
Paul Izzo,Australia,AFC,Goalkeeper,Randers,Denmark,1995-01-06,Adelaide,Australia,-34.9275,138.6,4,0,false,true
Aiden O'Neill,Australia,AFC,Midfielder,New York City FC,United States,1998-07-04,Brisbane,Australia,-27.467777777778,153.02777777778,31,0,false,true
Cammy Devlin,Australia,AFC,Midfielder,Heart of Midlothian,Scotland,1998-06-07,Australia,Australia,-25.0,133.0,5,0,false,true
Kai Trewin,Australia,AFC,Defender,New York City FC,United States,2001-05-18,Canberra,Australia,-35.293055555556,149.12694444444,6,0,false,true
Aziz Behich,Australia,AFC,Defender,Melbourne City,Australia,1990-12-16,Moonee Ponds,Australia,-37.765,144.92,84,3,false,true
Nestory Irankunda,Australia,AFC,Forward,Watford,England,2006-02-09,Kigoma,Tanzania,-4.8833333333333,29.633333333333,15,5,true,true
Patrick Beach,Australia,AFC,Goalkeeper,Melbourne City,Australia,2003-08-06,Sydney,Australia,-33.867777777777775,151.21,2,0,false,true
Harry Souttar,Australia,AFC,Defender,Leicester City,England,1998-10-22,Aberdeen,United Kingdom,57.15,-2.1,38,11,true,true
Cristian Volpato,Australia,AFC,Forward,Sassuolo,Italy,2003-11-15,Camperdown,Australia,-33.89,151.1844444,1,0,false,true
Cameron Burgess,Australia,AFC,Defender,Swansea City,Wales,1995-10-21,Aberdeen,United Kingdom,57.15,-2.1,27,0,true,true
Jackson Irvine,Australia,AFC,Midfielder,FC St. Pauli,Germany,1993-03-07,Melbourne,Australia,-37.814166666666665,144.96305555555554,82,14,false,true
Nishan Velupillay,Australia,AFC,Forward,Melbourne Victory,Australia,2001-05-07,Australia,Australia,-25.0,133.0,7,3,false,true
Paul Okon-Engstler,Australia,AFC,Midfielder,Sydney FC,Australia,2005-01-24,Ostend,Belgium,51.225833333333334,2.9194444444444443,6,0,true,true
Lucas Herrington,Australia,AFC,Defender,Colorado Rapids,United States,2007-09-05,Brisbane,Australia,-27.467777777778,153.02777777778,4,0,false,true
Tete Yengi,Australia,AFC,Forward,Machida Zelvia,Japan,2000-11-28,Adelaide,Australia,-34.9275,138.6,1,1,false,true
Gatito Fernández,Paraguay,CONMEBOL,Goalkeeper,Cerro Porteño,Paraguay,1988-03-29,Asunción,Paraguay,-25.28,-57.63444444444445,31,0,false,true
Gustavo Velázquez,Paraguay,CONMEBOL,Defender,Cerro Porteño,Paraguay,1991-04-17,Villa del Rosario,Paraguay,-24.45,-57.05,13,1,false,true
Omar Alderete,Paraguay,CONMEBOL,Defender,Sunderland,England,1996-12-26,Asunción,Paraguay,-25.28,-57.63444444444445,36,3,false,true
Juan José Cáceres,Paraguay,CONMEBOL,Defender,Dynamo Moscow,Russia,2000-06-01,Dock Sud,Argentina,-34.641666666667,-58.347777777778,17,0,true,true
Fabián Balbuena,Paraguay,CONMEBOL,Defender,Grêmio,Brazil,1991-08-23,Ciudad del Este,Paraguay,-25.516666666667,-54.616666666667,48,2,false,true
Júnior Alonso,Paraguay,CONMEBOL,Defender,Atlético Mineiro,Brazil,1993-02-09,Asunción,Paraguay,-25.28,-57.63444444444445,71,3,false,true
Ramón Sosa,Paraguay,CONMEBOL,Midfielder,Palmeiras,Brazil,1999-08-31,Maracaná,Paraguay,-24.143654,-56.0251,29,1,false,true
Diego Gómez,Paraguay,CONMEBOL,Midfielder,Brighton & Hove Albion,England,2003-03-27,San Juan Bautista,Paraguay,-26.633333333333,-57.166666666667,24,3,false,true
Antonio Sanabria,Paraguay,CONMEBOL,Forward,Cremonese,Italy,1996-03-04,San Lorenzo,Paraguay,-25.343055555555555,-57.50944444444445,48,7,false,true
Miguel Almirón,Paraguay,CONMEBOL,Midfielder,Atlanta United FC,United States,1994-02-10,Asunción,Paraguay,-25.28,-57.63444444444445,76,10,false,true
Maurício,Paraguay,CONMEBOL,Midfielder,Palmeiras,Brazil,2001-06-22,São Paulo,Brazil,-23.550394444444,-46.633947222222,3,0,true,true
Orlando Gill,Paraguay,CONMEBOL,Goalkeeper,San Lorenzo,Argentina,2000-06-11,San Lorenzo,Paraguay,-25.343055555555555,-57.50944444444445,6,0,false,true
José Canale,Paraguay,CONMEBOL,Defender,Lanús,Argentina,1996-07-20,Villa monica alritmo,Paraguay,-25.383333333333,-57.333333333333,2,0,false,true
Andrés Cubas,Paraguay,CONMEBOL,Midfielder,Vancouver Whitecaps FC,Canada,1996-05-11,Aristóbulo del Valle,Argentina,-27.0952,-54.897,33,0,true,true
Gustavo Gómez,Paraguay,CONMEBOL,Defender,Palmeiras,Brazil,1993-05-06,San Juan Bautista,Paraguay,-26.633333333333,-57.166666666667,89,4,false,true
Damián Bobadilla,Paraguay,CONMEBOL,Midfielder,São Paulo,Brazil,2001-07-11,Asunción,Paraguay,-25.28,-57.63444444444445,19,1,false,true
Kaku,Paraguay,CONMEBOL,Forward,Al Ain,United Arab Emirates,1995-01-11,Ciudadela,Argentina,-34.633333333333,-58.533333333333,33,6,true,true
Álex Arce,Paraguay,CONMEBOL,Forward,Independiente Rivadavia,Argentina,1995-06-16,Carapeguá,Paraguay,-25.768977777778,-57.247008333333,15,1,false,true
Julio Enciso,Paraguay,CONMEBOL,Forward,Strasbourg,France,2004-01-23,Paraguay,Paraguay,-23.5,-58.0,32,4,false,true
Braian Ojeda,Paraguay,CONMEBOL,Midfielder,Orlando City SC,United States,2000-06-27,Villa monica alritmo,Paraguay,-25.383333333333,-57.333333333333,17,0,false,true
Gabriel Ávalos,Paraguay,CONMEBOL,Forward,Independiente,Argentina,1991-07-09,Edelira,Paraguay,-26.75,-55.27,23,2,false,true
